England and Wales,Religion,Sex,Age Code,Age,Ethnic group,Observation
England and Wales,Does not apply,Female,59,Aged 59 years,"Asian, Asian British or Asian Welsh",0
England and Wales,Does not apply,Female,59,Aged 59 years,"Black, Black British, Black Welsh, Caribbean or African",0
England and Wales,Does not apply,Female,59,Aged 59 years,Mixed or Multiple ethnic groups,0
England and Wales,Does not apply,Female,59,Aged 59 years,White,0
England and Wales,Does not apply,Female,59,Aged 59 years,Other ethnic group,0
England and Wales,Does not apply,Female,60,Aged 60 years,Does not apply,0
England and Wales,Does not apply,Female,60,Aged 60 years,"Asian, Asian British or Asian Welsh",0
England and Wales,Does not apply,Female,60,Aged 60 years,"Black, Black British, Black Welsh, Caribbean or African",0
England and Wales,Does not apply,Female,60,Aged 60 years,Mixed or Multiple ethnic groups,0
England and Wales,Does not apply,Female,60,Aged 60 years,White,0
England and Wales,Does not apply,Female,60,Aged 60 years,Other ethnic group,0
England and Wales,Does not apply,Female,61,Aged 61 years,Does not apply,0
England and Wales,Does not apply,Female,61,Aged 61 years,"Asian, Asian British or Asian Welsh",0
England and Wales,Does not apply,Female,61,Aged 61 years,"Black, Black British, Black Welsh, Caribbean or African",0
England and Wales,Does not apply,Female,61,Aged 61 years,Mixed or Multiple ethnic groups,0
England and Wales,Does not apply,Female,61,Aged 61 years,White,0
England and Wales,Does not apply,Female,61,Aged 61 years,Other ethnic group,0
England and Wales,Does not apply,Female,62,Aged 62 years,Does not apply,0
England and Wales,Does not apply,Female,62,Aged 62 years,"Asian, Asian British or Asian Welsh",0
England and Wales,Does not apply,Female,62,Aged 62 years,"Black, Black British, Black Welsh, Caribbean or African",0
England and Wales,Does not apply,Female,62,Aged 62 years,Mixed or Multiple ethnic groups,0
England and Wales,Does not apply,Female,62,Aged 62 years,White,0
England and Wales,Does not apply,Female,62,Aged 62 years,Other ethnic group,0
England and Wales,Does not apply,Female,63,Aged 63 years,Does not apply,0
England and Wales,Does not apply,Female,63,Aged 63 years,"Asian, Asian British or Asian Welsh",0
England and Wales,Does not apply,Female,63,Aged 63 years,"Black, Black British, Black Welsh, Caribbean or African",0
England and Wales,Does not apply,Female,63,Aged 63 years,Mixed or Multiple ethnic groups,0
England and Wales,Does not apply,Female,63,Aged 63 years,White,0
England and Wales,Does not apply,Female,63,Aged 63 years,Other ethnic group,0
England and Wales,Does not apply,Female,64,Aged 64 years,Does not apply,0
England and Wales,Does not apply,Female,64,Aged 64 years,"Asian, Asian British or Asian Welsh",0
England and Wales,Does not apply,Female,64,Aged 64 years,"Black, Black British, Black Welsh, Caribbean or African",0
England and Wales,Does not apply,Female,64,Aged 64 years,Mixed or Multiple ethnic groups,0
England and Wales,Does not apply,Female,64,Aged 64 years,White,0
England and Wales,Does not apply,Female,64,Aged 64 years,Other ethnic group,0
England and Wales,Does not apply,Female,65,Aged 65 years,Does not apply,0
England and Wales,Does not apply,Female,65,Aged 65 years,"Asian, Asian British or Asian Welsh",0
England and Wales,Does not apply,Female,65,Aged 65 years,"Black, Black British, Black Welsh, Caribbean or African",0
England and Wales,Does not apply,Female,65,Aged 65 years,Mixed or Multiple ethnic groups,0
England and Wales,Does not apply,Female,65,Aged 65 years,White,0
England and Wales,Does not apply,Female,65,Aged 65 years,Other ethnic group,0
England and Wales,Does not apply,Female,66,Aged 66 years,Does not apply,0
England and Wales,Does not apply,Female,66,Aged 66 years,"Asian, Asian British or Asian Welsh",0
England and Wales,Does not apply,Female,66,Aged 66 years,"Black, Black British, Black Welsh, Caribbean or African",0
England and Wales,Does not apply,Female,66,Aged 66 years,Mixed or Multiple ethnic groups,0
England and Wales,Does not apply,Female,66,Aged 66 years,White,0
England and Wales,Does not apply,Female,66,Aged 66 years,Other ethnic group,0
England and Wales,Does not apply,Female,67,Aged 67 years,Does not apply,0
England and Wales,Does not apply,Female,67,Aged 67 years,"Asian, Asian British or Asian Welsh",0
England and Wales,Does not apply,Female,67,Aged 67 years,"Black, Black British, Black Welsh, Caribbean or African",0
England and Wales,Does not apply,Female,67,Aged 67 years,Mixed or Multiple ethnic groups,0
England and Wales,Does not apply,Female,67,Aged 67 years,White,0
England and Wales,Does not apply,Female,67,Aged 67 years,Other ethnic group,0
England and Wales,Does not apply,Female,68,Aged 68 years,Does not apply,0
England and Wales,Does not apply,Female,68,Aged 68 years,"Asian, Asian British or Asian Welsh",0
England and Wales,Does not apply,Female,68,Aged 68 years,"Black, Black British, Black Welsh, Caribbean or African",0
England and Wales,Does not apply,Female,68,Aged 68 years,Mixed or Multiple ethnic groups,0
England and Wales,Does not apply,Female,68,Aged 68 years,White,0
England and Wales,Does not apply,Female,68,Aged 68 years,Other ethnic group,0
England and Wales,Does not apply,Female,69,Aged 69 years,Does not apply,0
England and Wales,Does not apply,Female,69,Aged 69 years,"Asian, Asian British or Asian Welsh",0
England and Wales,Does not apply,Female,69,Aged 69 years,"Black, Black British, Black Welsh, Caribbean or African",0
England and Wales,Does not apply,Female,69,Aged 69 years,Mixed or Multiple ethnic groups,0
England and Wales,Does not apply,Female,69,Aged 69 years,White,0
England and Wales,Does not apply,Female,69,Aged 69 years,Other ethnic group,0
England and Wales,Does not apply,Female,70,Aged 70 years,Does not apply,0
England and Wales,Does not apply,Female,70,Aged 70 years,"Asian, Asian British or Asian Welsh",0
England and Wales,Does not apply,Female,70,Aged 70 years,"Black, Black British, Black Welsh, Caribbean or African",0
England and Wales,Does not apply,Female,70,Aged 70 years,Mixed or Multiple ethnic groups,0
England and Wales,Does not apply,Female,70,Aged 70 years,White,0
England and Wales,Does not apply,Female,70,Aged 70 years,Other ethnic group,0
England and Wales,Does not apply,Female,71,Aged 71 years,Does not apply,0
England and Wales,Does not apply,Female,71,Aged 71 years,"Asian, Asian British or Asian Welsh",0
England and Wales,Does not apply,Female,71,Aged 71 years,"Black, Black British, Black Welsh, Caribbean or African",0
England and Wales,Does not apply,Female,71,Aged 71 years,Mixed or Multiple ethnic groups,0
England and Wales,Does not apply,Female,71,Aged 71 years,White,0
England and Wales,Does not apply,Female,71,Aged 71 years,Other ethnic group,0
England and Wales,Does not apply,Female,72,Aged 72 years,Does not apply,0
England and Wales,Does not apply,Female,72,Aged 72 years,"Asian, Asian British or Asian Welsh",0
England and Wales,Does not apply,Female,72,Aged 72 years,"Black, Black British, Black Welsh, Caribbean or African",0
England and Wales,Does not apply,Female,72,Aged 72 years,Mixed or Multiple ethnic groups,0
England and Wales,Does not apply,Female,72,Aged 72 years,White,0
England and Wales,Does not apply,Female,72,Aged 72 years,Other ethnic group,0
England and Wales,Does not apply,Female,73,Aged 73 years,Does not apply,0
England and Wales,Does not apply,Female,73,Aged 73 years,"Asian, Asian British or Asian Welsh",0
England and Wales,Does not apply,Female,73,Aged 73 years,"Black, Black British, Black Welsh, Caribbean or African",0
England and Wales,Does not apply,Female,73,Aged 73 years,Mixed or Multiple ethnic groups,0
England and Wales,Does not apply,Female,73,Aged 73 years,White,0
England and Wales,Does not apply,Female,73,Aged 73 years,Other ethnic group,0
England and Wales,Does not apply,Female,74,Aged 74 years,Does not apply,0
England and Wales,Does not apply,Female,74,Aged 74 years,"Asian, Asian British or Asian Welsh",0
England and Wales,Does not apply,Female,74,Aged 74 years,"Black, Black British, Black Welsh, Caribbean or African",0
England and Wales,Does not apply,Female,74,Aged 74 years,Mixed or Multiple ethnic groups,0
England and Wales,Does not apply,Female,74,Aged 74 years,White,0
England and Wales,Does not apply,Female,74,Aged 74 years,Other ethnic group,0
England and Wales,Does not apply,Female,75,Aged 75 years,Does not apply,0
England and Wales,Does not apply,Female,75,Aged 75 years,"Asian, Asian British or Asian Welsh",0
England and Wales,Does not apply,Female,75,Aged 75 years,"Black, Black British, Black Welsh, Caribbean or African",0
England and Wales,Does not apply,Female,75,Aged 75 years,Mixed or Multiple ethnic groups,0
England and Wales,Does not apply,Female,75,Aged 75 years,White,0
England and Wales,Does not apply,Female,75,Aged 75 years,Other ethnic group,0
England and Wales,Does not apply,Female,76,Aged 76 years,Does not apply,0
England and Wales,Does not apply,Female,76,Aged 76 years,"Asian, Asian British or Asian Welsh",0
England and Wales,Does not apply,Female,76,Aged 76 years,"Black, Black British, Black Welsh, Caribbean or African",0
England and Wales,Does not apply,Female,76,Aged 76 years,Mixed or Multiple ethnic groups,0
England and Wales,Does not apply,Female,76,Aged 76 years,White,0
England and Wales,Does not apply,Female,76,Aged 76 years,Other ethnic group,0
England and Wales,Does not apply,Female,77,Aged 77 years,Does not apply,0
England and Wales,Does not apply,Female,77,Aged 77 years,"Asian, Asian British or Asian Welsh",0
England and Wales,Does not apply,Female,77,Aged 77 years,"Black, Black British, Black Welsh, Caribbean or African",0
England and Wales,Does not apply,Female,77,Aged 77 years,Mixed or Multiple ethnic groups,0
England and Wales,Does not apply,Female,77,Aged 77 years,White,0
England and Wales,Does not apply,Female,77,Aged 77 years,Other ethnic group,0
England and Wales,Does not apply,Female,78,Aged 78 years,Does not apply,0
England and Wales,Does not apply,Female,78,Aged 78 years,"Asian, Asian British or Asian Welsh",0
England and Wales,Does not apply,Female,78,Aged 78 years,"Black, Black British, Black Welsh, Caribbean or African",0
England and Wales,Does not apply,Female,78,Aged 78 years,Mixed or Multiple ethnic groups,0
England and Wales,Does not apply,Female,78,Aged 78 years,White,0
England and Wales,Does not apply,Female,78,Aged 78 years,Other ethnic group,0
England and Wales,Does not apply,Female,79,Aged 79 years,Does not apply,0
England and Wales,Does not apply,Female,79,Aged 79 years,"Asian, Asian British or Asian Welsh",0
England and Wales,Does not apply,Female,79,Aged 79 years,"Black, Black British, Black Welsh, Caribbean or African",0
England and Wales,Does not apply,Female,79,Aged 79 years,Mixed or Multiple ethnic groups,0
England and Wales,Does not apply,Female,79,Aged 79 years,White,0
England and Wales,Does not apply,Female,79,Aged 79 years,Other ethnic group,0
England and Wales,Does not apply,Female,80,Aged 80 years,Does not apply,0
England and Wales,Does not apply,Female,80,Aged 80 years,"Asian, Asian British or Asian Welsh",0
England and Wales,Does not apply,Female,80,Aged 80 years,"Black, Black British, Black Welsh, Caribbean or African",0
England and Wales,Does not apply,Female,80,Aged 80 years,Mixed or Multiple ethnic groups,0
England and Wales,Does not apply,Female,80,Aged 80 years,White,0
England and Wales,Does not apply,Female,80,Aged 80 years,Other ethnic group,0
England and Wales,Does not apply,Female,81,Aged 81 years,Does not apply,0
England and Wales,Does not apply,Female,81,Aged 81 years,"Asian, Asian British or Asian Welsh",0
England and Wales,Does not apply,Female,81,Aged 81 years,"Black, Black British, Black Welsh, Caribbean or African",0
England and Wales,Does not apply,Female,81,Aged 81 years,Mixed or Multiple ethnic groups,0
England and Wales,Does not apply,Female,81,Aged 81 years,White,0
England and Wales,Does not apply,Female,81,Aged 81 years,Other ethnic group,0
England and Wales,Does not apply,Female,82,Aged 82 years,Does not apply,0
England and Wales,Does not apply,Female,82,Aged 82 years,"Asian, Asian British or Asian Welsh",0
England and Wales,Does not apply,Female,82,Aged 82 years,"Black, Black British, Black Welsh, Caribbean or African",0
England and Wales,Does not apply,Female,82,Aged 82 years,Mixed or Multiple ethnic groups,0
England and Wales,Does not apply,Female,82,Aged 82 years,White,0
England and Wales,Does not apply,Female,82,Aged 82 years,Other ethnic group,0
England and Wales,Does not apply,Female,83,Aged 83 years,Does not apply,0
England and Wales,Does not apply,Female,83,Aged 83 years,"Asian, Asian British or Asian Welsh",0
England and Wales,Does not apply,Female,83,Aged 83 years,"Black, Black British, Black Welsh, Caribbean or African",0
England and Wales,Does not apply,Female,83,Aged 83 years,Mixed or Multiple ethnic groups,0
England and Wales,Does not apply,Female,83,Aged 83 years,White,0
England and Wales,Does not apply,Female,83,Aged 83 years,Other ethnic group,0
England and Wales,Does not apply,Female,84,Aged 84 years,Does not apply,0
England and Wales,Does not apply,Female,84,Aged 84 years,"Asian, Asian British or Asian Welsh",0
England and Wales,Does not apply,Female,84,Aged 84 years,"Black, Black British, Black Welsh, Caribbean or African",0
England and Wales,Does not apply,Female,84,Aged 84 years,Mixed or Multiple ethnic groups,0
England and Wales,Does not apply,Female,84,Aged 84 years,White,0
England and Wales,Does not apply,Female,84,Aged 84 years,Other ethnic group,0
England and Wales,Does not apply,Female,85,Aged 85 years,Does not apply,0
England and Wales,Does not apply,Female,85,Aged 85 years,"Asian, Asian British or Asian Welsh",0
